food_id,wikipedia_id,food_group,food_subgroup,ncbi_taxonomy_id,db,rank,matched_taxid,kingdom,phylum,class,order,family,genus,species,taxon,taxrank,kraken_raw_reads,reads,sample_id,lineage,taxid_lineage,relative_abundance,total_reads,total_raw_reads,bacteria_reads,human_reads
197,Broad_bean,Pulses,Beans,3906,genbank,species,3906,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia faba,Vicia faba,species,7,32,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Vicia;s__Vicia faba,2759;35493;3398;72025;3803;3904;3906,6.58535129762289e-05,485927,255194,482789,97
85,Soybean,Soy,Soy,3847,genbank,species,3847,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Glycine max,Glycine max,species,3,3,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Glycine;s__Glycine max,2759;35493;3398;72025;3803;3846;3847,6.17376684152146e-06,485927,255194,482789,97
16,Mr. Peanut,Nuts,Nuts,3818,genbank,species,3818,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea,Arachis hypogaea,species,9,10,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Arachis;s__Arachis hypogaea,2759;35493;3398;72025;3803;3817;3818,2.05792228050715e-05,485927,255194,482789,97
326,Carob,Vegetables,Other vegetables,20340,genbank,species,20340,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Ceratonia,Ceratonia siliqua,Ceratonia siliqua,species,3,4,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Ceratonia;s__Ceratonia siliqua,2759;35493;3398;72025;3803;20339;20340,8.23168912202862e-06,485927,255194,482789,97
81,Ficus_carica,Fruits,Other fruits,3494,genbank,species,3494,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus carica,Ficus carica,species,4,4,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Moraceae;g__Ficus;s__Ficus carica,2759;35493;3398;3744;3487;3493;3494,8.23168912202862e-06,485927,255194,482789,97
394,Jute,Vegetables,Leaf vegetables,93759,genbank,species,93759,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Corchorus,Corchorus olitorius,Corchorus olitorius,species,3,4,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malvales;f__Malvaceae;g__Corchorus;s__Corchorus olitorius,2759;35493;3398;41938;3629;93758;93759,8.23168912202862e-06,485927,255194,482789,97
106,Mango,Fruits,Tropical fruits,29780,genbank,species,29780,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,Mangifera indica,species,4,5,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Anacardiaceae;g__Mangifera;s__Mangifera indica,2759;35493;3398;41937;4011;23461;29780,1.02896114025358e-05,485927,255194,482789,97
103,Lichee,Fruits,Tropical fruits,151069,genbank,species,151069,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Litchi,Litchi chinensis,Litchi chinensis,species,4,4,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Sapindaceae;g__Litchi;s__Litchi chinensis,2759;35493;3398;41937;23672;151068;151069,8.23168912202862e-06,485927,255194,482789,97
392,Jerusalem artichoke,Vegetables,Tubers,4233,genbank,species,4233,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus tuberosus,Helianthus tuberosus,species,8,11,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Helianthus;s__Helianthus tuberosus,2759;35493;3398;4209;4210;4231;4233,2.26371450855787e-05,485927,255194,482789,97
86,Sunflower,Herbs and Spices,Oilseed crops,4232,genbank,species,4232,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus annuus,Helianthus annuus,species,3,4,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Helianthus;s__Helianthus annuus,2759;35493;3398;4209;4210;4231;4232,8.23168912202862e-06,485927,255194,482789,97
338,Garland chrysanthemum,Vegetables,Leaf vegetables,99038,genbank,species,99038,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Glebionis,Glebionis coronaria,Glebionis coronaria,species,4,4,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Glebionis;s__Glebionis coronaria,2759;35493;3398;4209;4210;1478145;99038,8.23168912202862e-06,485927,255194,482789,97
95,Lettuce,Vegetables,Leaf vegetables,4236,genbank,species,4236,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Lactuca sativa,Lactuca sativa,species,4,4,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Lactuca;s__Lactuca sativa,2759;35493;3398;4209;4210;4235;4236,8.23168912202862e-06,485927,255194,482789,97
15,Wild celery,Herbs and Spices,Spices,4045,genbank,species,4045,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,Apium graveolens,species,6,9,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Apiales;f__Apiaceae;g__Apium;s__Apium graveolens,2759;35493;3398;4036;4037;4044;4045,1.85213005245644e-05,485927,255194,482789,97
214,Celeriac,Vegetables,Root vegetables,278110,genbank,species,4045,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,Apium graveolens,species,6,9,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Apiales;f__Apiaceae;g__Apium;s__Apium graveolens,2759;35493;3398;4036;4037;4044;4045,1.85213005245644e-05,485927,255194,482789,97
215,Apium_graveolens,Vegetables,Stalk vegetables,117781,genbank,species,4045,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,Apium graveolens,species,6,9,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Apiales;f__Apiaceae;g__Apium;s__Apium graveolens,2759;35493;3398;4036;4037;4044;4045,1.85213005245644e-05,485927,255194,482789,97
249,Apium_graveolens_var._secalinum,Herbs and Spices,Herbs,941588,genbank,species,4045,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,Apium graveolens,species,6,9,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Apiales;f__Apiaceae;g__Apium;s__Apium graveolens,2759;35493;3398;4036;4037;4044;4045,1.85213005245644e-05,485927,255194,482789,97
166,Sambucus nigra,Fruits,Berries,4202,genbank,species,4202,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,Sambucus nigra,species,9,11,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Dipsacales;f__Adoxaceae;g__Sambucus;s__Sambucus nigra,2759;35493;3398;4199;4206;4201;4202,2.26371450855787e-05,485927,255194,482789,97
231,Capsicum_baccatum,Vegetables,Fruit vegetables,165788,genbank,species,33114,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum baccatum,Capsicum baccatum,species,4,7,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum baccatum,2759;35493;3398;4069;4070;4071;33114,1.44054559635501e-05,485927,255194,482789,97
879,Capsicum_pubescens,Vegetables,Fruit vegetables,113210,genbank,species,113210,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum pubescens,Capsicum pubescens,species,4,11,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum pubescens,2759;35493;3398;4069;4070;4071;113210,2.26371450855787e-05,485927,255194,482789,97
40,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,3,5,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,1.02896114025358e-05,485927,255194,482789,97
909,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,3,5,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,1.02896114025358e-05,485927,255194,482789,97
910,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,3,5,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,1.02896114025358e-05,485927,255194,482789,97
911,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,3,5,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,1.02896114025358e-05,485927,255194,482789,97
912,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,3,5,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,1.02896114025358e-05,485927,255194,482789,97
913,Italian sweet pepper,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,3,5,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,1.02896114025358e-05,485927,255194,482789,97
436,Capsicum_frutescens,Vegetables,Fruit vegetables,40321,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,3,5,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,1.02896114025358e-05,485927,255194,482789,97
73,Japanese_persimmon,Fruits,Tropical fruits,35925,genbank,species,35925,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros kaki,Diospyros kaki,species,3,3,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Ebenaceae;g__Diospyros;s__Diospyros kaki,2759;35493;3398;41945;19955;13492;35925,6.17376684152146e-06,485927,255194,482789,97
38,Tea,Teas,Teas,4442,genbank,species,4442,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia sinensis,Camellia sinensis,species,3,6,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Theaceae;g__Camellia;s__Camellia sinensis,2759;35493;3398;41945;27065;4441;4442,1.23475336830429e-05,485927,255194,482789,97
142,Purslane,Herbs and Spices,Herbs,46147,genbank,species,46147,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,Portulaca oleracea,Portulaca oleracea,species,3,3,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Portulacaceae;g__Portulaca;s__Portulaca oleracea,2759;35493;3398;3524;3581;3582;46147,6.17376684152146e-06,485927,255194,482789,97
566,Epazote,Herbs and Spices,Herbs,330163,genbank,species,330163,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Dysphania,Dysphania ambrosioides,Dysphania ambrosioides,species,3,3,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Chenopodiaceae;g__Dysphania;s__Dysphania ambrosioides,2759;35493;3398;3524;1804623;240058;330163,6.17376684152146e-06,485927,255194,482789,97
8,Garlic,Herbs and Spices,Herbs,4682,genbank,species,4682,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium sativum,Allium sativum,species,21,24,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium sativum,2759;35493;3398;73496;4668;4678;4682,4.93901347321717e-05,485927,255194,482789,97
880,Garlic,Herbs and Spices,Herbs,4682,genbank,species,4682,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium sativum,Allium sativum,species,21,24,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium sativum,2759;35493;3398;73496;4668;4678;4682,4.93901347321717e-05,485927,255194,482789,97
6,Onion,Vegetables,Onion-family vegetables,4679,genbank,species,4679,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium cepa,Allium cepa,species,17,22,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium cepa,2759;35493;3398;73496;4668;4678;4679,4.52742901711574e-05,485927,255194,482789,97
226,"",Vegetables,Onion-family vegetables,4679,genbank,species,4679,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium cepa,Allium cepa,species,17,22,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium cepa,2759;35493;3398;73496;4668;4678;4679,4.52742901711574e-05,485927,255194,482789,97
241,Welsh_onion,Herbs and Spices,Herbs,35875,genbank,species,35875,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium fistulosum,Allium fistulosum,species,9,17,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium fistulosum,2759;35493;3398;73496;4668;4678;35875,3.49846787686216e-05,485927,255194,482789,97
21,Asparagus,Vegetables,Shoot vegetables,4686,genbank,species,4686,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus officinalis,Asparagus officinalis,species,4,4,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Asparagaceae;g__Asparagus;s__Asparagus officinalis,2759;35493;3398;73496;40552;4685;4686,8.23168912202862e-06,485927,255194,482789,97
205,Corn,Cereals and cereal products,Cereals,4577,genbank,species,4577,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays,Zea mays,species,6,10,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Zea;s__Zea mays,2759;35493;3398;38820;4479;4575;4577,2.05792228050715e-05,485927,255194,482789,97
187,Common wheat,Cereals and cereal products,Cereals,4565,genbank,species,4565,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum aestivum,Triticum aestivum,species,5,7,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Triticum;s__Triticum aestivum,2759;35493;3398;38820;4479;4564;4565,1.44054559635501e-05,485927,255194,482789,97
206,Ginger,Herbs and Spices,Spices,94328,genbank,species,94328,Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber officinale,Zingiber officinale,species,4,4,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Zingiberales;f__Zingiberaceae;g__Zingiber;s__Zingiber officinale,2759;35493;3398;4618;4642;4650;94328,8.23168912202862e-06,485927,255194,482789,97
499,Taro,Vegetables,Root vegetables,4460,genbank,species,4460,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,species,5,5,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Alismatales;f__Araceae;g__Colocasia;s__Colocasia esculenta,2759;35493;3398;16360;4454;4459;4460,1.02896114025358e-05,485927,255194,482789,97
372,Ginkgo biloba,Herbs and Spices,Other seeds,3311,genbank,species,3311,Eukaryota,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Ginkgo biloba,Ginkgo biloba,species,3,3,NE_P41_T2_S118,k__Eukaryota;p__Streptophyta;c__Ginkgoopsida;o__Ginkgoales;f__Ginkgoaceae;g__Ginkgo;s__Ginkgo biloba,2759;35493;29811;3308;3309;3310;3311,6.17376684152146e-06,485927,255194,482789,97
483,Sheep,Animal foods,Ovis,9940,genbank,species,9940,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Ovis aries,species,3,9,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Ovis;s__Ovis aries,2759;7711;40674;91561;9895;9935;9940,1.85213005245644e-05,485927,255194,482789,97
310,Wild boar,Animal foods,Swine,9823,genbank,species,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,species,7,7,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus scrofa,2759;7711;40674;91561;9821;9822;9823,1.44054559635501e-05,485927,255194,482789,97
549,Domestic pig,Animal foods,Swine,9825,genbank,species,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,species,7,7,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus scrofa,2759;7711;40674;91561;9821;9822;9823,1.44054559635501e-05,485927,255194,482789,97
302,Beluga_whale,Aquatic foods,Cetaceans,9749,genbank,species,9749,Eukaryota,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus,Delphinapterus leucas,Delphinapterus leucas,species,5,6,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Monodontidae;g__Delphinapterus;s__Delphinapterus leucas,2759;7711;40674;91561;9747;9748;9749,1.23475336830429e-05,485927,255194,482789,97
475,Steller sea lion,Aquatic foods,Pinnipeds,34886,genbank,species,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,Eumetopias jubatus,species,7,11,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Mammalia;o__Carnivora;f__Otariidae;g__Eumetopias;s__Eumetopias jubatus,2759;7711;40674;33554;9702;34885;34886,2.26371450855787e-05,485927,255194,482789,97
459,Sablefish,Aquatic foods,Fishes,229290,genbank,species,229290,Eukaryota,Chordata,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria,species,3,3,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Anoplopomatidae;g__Anoplopoma;s__Anoplopoma fimbria,2759;7711;186623;8111;30988;229289;229290,6.17376684152146e-06,485927,255194,482789,97
414,Monkfish,Aquatic foods,Fishes,8074,genbank,species,8074,Eukaryota,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Lophius piscatorius,species,4,5,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Actinopteri;o__Lophiiformes;f__Lophiidae;g__Lophius;s__Lophius piscatorius,2759;7711;186623;8070;8071;8072;8074,1.02896114025358e-05,485927,255194,482789,97
463,Sockeye_salmon,Aquatic foods,Fishes,8023,genbank,species,8023,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,Oncorhynchus nerka,species,8,12,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Oncorhynchus;s__Oncorhynchus nerka,2759;7711;186623;8006;8015;8016;8023,2.46950673660859e-05,485927,255194,482789,97
465,Atlantic salmon,Aquatic foods,Fishes,8030,genbank,species,8030,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,species,5,5,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Salmo;s__Salmo salar,2759;7711;186623;8006;8015;8028;8030,1.02896114025358e-05,485927,255194,482789,97
305,Alaska blackfish,Aquatic foods,Fishes,75939,genbank,species,75939,Eukaryota,Chordata,Actinopteri,Esociformes,Umbridae,Dallia,Dallia pectoralis,Dallia pectoralis,species,3,3,NE_P41_T2_S118,k__Eukaryota;p__Chordata;c__Actinopteri;o__Esociformes;f__Umbridae;g__Dallia;s__Dallia pectoralis,2759;7711;186623;8007;30950;75938;75939,6.17376684152146e-06,485927,255194,482789,97
286,Paralithodes camtschaticus,Aquatic foods,Crustaceans,6741,genbank,species,6741,Eukaryota,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralithodes,Paralithodes camtschaticus,Paralithodes camtschaticus,species,5,8,NE_P41_T2_S118,k__Eukaryota;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Lithodidae;g__Paralithodes;s__Paralithodes camtschaticus,2759;6656;6681;6683;6739;6740;6741,1.64633782440572e-05,485927,255194,482789,97
340,Clinocardium nuttallii,Aquatic foods,Mollusks,410350,genbank,species,410350,Eukaryota,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,Clinocardium nuttallii,species,3,3,NE_P41_T2_S118,k__Eukaryota;p__Mollusca;c__Bivalvia;o__Cardiida;f__Cardiidae;g__Clinocardium;s__Clinocardium nuttallii,2759;6447;6544;2783445;55708;241157;410350,6.17376684152146e-06,485927,255194,482789,97
344,Common octopus,Aquatic foods,Mollusks,6645,genbank,species,6645,Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,Octopus vulgaris,species,3,3,NE_P41_T2_S118,k__Eukaryota;p__Mollusca;c__Cephalopoda;o__Octopoda;f__Octopodidae;g__Octopus;s__Octopus vulgaris,2759;6447;6605;6638;6647;6643;6645,6.17376684152146e-06,485927,255194,482789,97
310,Wild boar,Animal foods,Swine,9823,genbank,species,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,species,3,3,NE_P22_T2_S64,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus scrofa,2759;7711;40674;91561;9821;9822;9823,1.03710771400718e-05,289266,155968,286333,2394
549,Domestic pig,Animal foods,Swine,9825,genbank,species,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,species,3,3,NE_P22_T2_S64,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus scrofa,2759;7711;40674;91561;9821;9822;9823,1.03710771400718e-05,289266,155968,286333,2394
383,Horse,Animal foods,Equines,9796,genbank,species,9796,Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Equus caballus,species,3,4,NE_P22_T2_S64,k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus caballus,2759;7711;40674;9787;9788;9789;9796,1.3828102853429e-05,289266,155968,286333,2394
458,Orange roughy,Aquatic foods,Fishes,96778,genbank,species,96778,Eukaryota,Chordata,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus atlanticus,Hoplostethus atlanticus,species,8,8,NE_P22_T2_S64,k__Eukaryota;p__Chordata;c__Actinopteri;o__Trachichthyiformes;f__Trachichthyidae;g__Hoplostethus;s__Hoplostethus atlanticus,2759;7711;186623;2558152;96776;96777;96778,2.76562057068581e-05,289266,155968,286333,2394
339,Coregonus_artedi,Aquatic foods,Fishes,36181,genbank,species,36181,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus artedi,Coregonus artedi,species,3,4,NE_P22_T2_S64,k__Eukaryota;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Coregonus;s__Coregonus artedi,2759;7711;186623;8006;8015;27772;36181,1.3828102853429e-05,289266,155968,286333,2394
